,p1,p36,p37,p2a,weekday(p2a),p2b,p6,p7,p8,p9,p10,p11,p12,p13a,p13b,p13c,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p27,p28,p34,p35,p39,p44,p45a,p47,p48a,p49,p50a,p50b,p51,p52,p53,p55a,p57,p58,a,b,d,e,f,g,h,i,j,k,l,n,o,p,q,r,s,t,p5a,region
829,2100160834,5,,2016-01-16,6,1305,1,2,0,2,1,2,411,0,0,0,200,2.0,1.0,1.0,1.0,1.0,1.0,4,1,0,5,0,3,2,0,,3,31.0,11,3.0,0.0,1.0,0.0,1.0,3.0,0,3.0,1.0,1.0,,,"-744435,340","-1039400,840","-744435,710","-1039400,810",PRAHA6DEJVICE,PODBABSK¡,,sledovan·komunikace,,,,,,,,,1,PHA
830,2100160835,8,,2016-01-16,6,1060,2,0,0,2,1,0,516,0,0,0,500,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,10,1,2,0,,3,2.0,10,1.0,0.0,4.0,0.0,1.0,5.0,200,9.0,,,,,"-732944,531","-1039336,280","-732942,071","-1039336,626",PRAHA9-KBELY,éACL…ÿSK¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
831,2100160836,6,,2016-01-16,6,1245,2,0,0,2,1,2,504,0,0,0,120,2.0,3.0,1.0,5.0,3.0,1.0,1,1,0,0,0,1,2,0,,4,26.0,13,1.0,0.0,0.0,0.0,1.0,5.0,0,3.0,1.0,1.0,,,"-735040,600","-1047940,040","-735044,290","-1047939,820",PRAHA15HOSTIVAÿ,PODSTANICÕ,,mÌstnÌkomunikace,,,,,,,,,1,PHA
832,2100160837,4,,2016-01-16,6,1540,1,3,0,2,1,2,403,0,0,0,1200,2.0,3.0,1.0,1.0,1.0,1.0,0,1,3,3,0,4,2,19,,3,17.0,13,1.0,0.0,1.0,0.0,1.0,35.0,700,2.0,1.0,1.0,,,"-746177,580","-1041914,240","-746177,570","-1041914,240",PRAHA6STÿEäOVICE,STÿEäOVICK¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
833,2100160838,4,,2016-01-16,6,1600,8,3,0,2,1,2,403,0,0,0,900,1.0,3.0,1.0,1.0,1.0,1.0,0,7,3,3,0,4,2,19,,3,4.0,10,1.0,0.0,1.0,0.0,1.0,31.0,800,2.0,1.0,1.0,,,"-738877,590","-1041405,430","-738877,670","-1041405,430",PRAHA8LIBE“,ZENKLOVA,,mÌstnÌkomunikace,,,,,,,,,1,PHA
834,2100160839,5,,2016-01-16,6,1755,3,0,6,2,1,2,508,0,0,0,520,2.0,1.0,1.0,1.0,4.0,1.0,2,1,0,0,0,3,1,0,,3,44.0,13,3.0,0.0,1.0,0.0,1.0,3.0,500,2.0,1.0,1.0,,,"-733099,790","-1047323,890","-733099,800","-1047324,060",PRAHA-10DOLNÕMÃCHOLUPY,DOLNOMÃCHOLUPSK¡,,sledovan·komunikace,,,,,,,,,1,PHA
835,2100160840,6,,2016-01-16,6,2560,3,0,3,2,1,0,516,0,0,0,30,2.0,3.0,1.0,1.0,4.0,1.0,0,1,3,3,0,5,1,10,,17,,XX,,,,,,,0,,,,,,"-739008,850","-1043313,760","-739008,390","-1043317,070",PRAHA3éIéKOV,JESENIOVA,,mÌstnÌkomunikace,,,,,,,,,1,PHA
836,2100160841,5,,2016-01-16,6,1900,4,0,0,2,1,2,504,0,0,0,100,1.0,1.0,1.0,1.0,4.0,1.0,1,1,0,5,1,1,1,0,,3,31.0,04,1.0,0.0,1.0,0.0,1.0,1.0,100,2.0,1.0,1.0,,,"-742333,270","-1043130,620","-742333,450","-1043130,290",PRAHA1NOV…MÃSTO,NAPÿÕKOPÃ,,sledovan·komunikace,,,,,,,,,1,PHA
837,2100160842,4,,2016-01-16,6,2215,4,0,0,1,1,2,412,0,0,1,0,2.0,3.0,1.0,3.0,5.0,1.0,0,1,2,0,1,4,1,19,,3,13.0,06,1.0,0.0,1.0,0.0,1.0,17.0,0,2.0,1.0,1.0,,,"-742972,980","-1044106,010","-742973,010","-1044106,100",PRAHA2NOV…MÃSTO,KARLOVON¡M.,,sledovan·komunikace,,,,,,,,,1,PHA
838,2100160843,6,,2016-01-16,6,2335,3,0,9,2,1,2,204,0,0,0,400,2.0,3.0,1.0,5.0,5.0,1.0,1,1,0,0,0,1,1,0,,3,39.0,09,3.0,1.0,1.0,0.0,1.0,5.0,400,2.0,1.0,1.0,,,"-744391,410","-1052777,650","-744389,870","-1052777,090",PRAHA12MODÿANY,Semick·,,mÌstnÌkomunikace,,,,,,,,,1,PHA
839,2100160844,5,,2016-01-17,0,35,4,0,0,1,3,9,100,0,0,1,0,1.0,6.0,1.0,1.0,4.0,1.0,2,1,2,0,1,1,1,0,,17,,XX,,,,,,,0,,,,,,"-743316,250","-1043099,734","-743317,544","-1043099,087",PRAHA1StarÈMÏsto,SMETANOVON¡Bÿ.,,sledovan·komunikace,,,,,,,,,1,PHA
840,2100160845,6,,2016-01-17,0,115,3,0,9,2,1,9,511,0,0,0,10,2.0,8.0,1.0,5.0,5.0,1.0,0,0,0,0,10,1,1,0,,3,39.0,03,1.0,0.0,1.0,0.0,1.0,5.0,0,3.0,5.0,0.0,,,"-737150,710","-1050883,670","-737150,710","-1050883,910",PRAHA4-CHODOV,ZDIMÃÿICK¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
841,2100160846,4,,2016-01-17,0,130,1,3,0,2,1,2,204,0,0,0,1000,2.0,3.0,1.0,5.0,5.0,1.0,0,1,3,3,0,4,2,19,,3,39.0,08,1.0,1.0,1.0,0.0,1.0,47.0,500,2.0,1.0,1.0,,,"-742514,800","-1041639,190","-742515,960","-1041636,700",PRAHA7BUBENE»,LETENSK…N¡M.,,sledovan·komunikace,,,,,,,,,1,PHA
842,2100160847,6,,2016-01-17,0,305,3,0,6,2,1,2,204,0,0,0,300,2.0,6.0,1.0,6.0,5.0,1.0,1,1,0,0,0,3,1,0,,3,39.0,09,13.0,1.0,1.0,0.0,1.0,5.0,300,2.0,1.0,1.0,,,"-750766,000","-1045942,120","-750768,320","-1045943,770",PRAHA5-STODŸLKY,CHALABALOVA,,mÌstnÌkomunikace,,,,,,,,,1,PHA
843,2100160848,6,,2016-01-17,0,715,3,0,3,2,1,0,511,0,0,0,20,1.0,3.0,1.0,5.0,5.0,1.0,0,1,3,5,2,4,1,10,,3,39.0,05,1.0,0.0,1.0,0.0,1.0,5.0,10,2.0,0.0,0.0,,,"-741876,890","-1041755,180","-741870,070","-1041755,810",PRAHA7HOLEäOVICE,VEVERKOVA,,mÌstnÌkomunikace,,,,,,,,,1,PHA
844,2100160849,4,,2016-01-17,0,820,3,0,4,2,1,2,204,0,0,0,200,2.0,3.0,1.0,4.0,3.0,1.0,0,1,3,3,0,7,1,19,,3,32.0,02,3.0,1.0,0.0,0.0,1.0,17.0,150,2.0,1.0,1.0,,,"-730424,667","-1041055,919","-730425,576","-1041055,604",PRAHA9HornÌPoËernice,PRAéSK›OKRUH,,uzel,,,,,,,,,1,PHA
845,2100160850,6,,2016-01-17,0,940,2,0,0,2,1,2,204,0,0,0,1800,2.0,5.0,1.0,1.0,1.0,1.0,1,1,0,0,0,3,2,0,,3,39.0,14,1.0,1.0,1.0,0.0,1.0,5.0,800,2.0,1.0,1.0,,,"-748506,210","-1041526,080","-748506,810","-1041526,380",PRAHA6VELESLAVÕN,JOS…MARTÕHO,,mÌstnÌkomunikace,,,,,,,,,1,PHA
846,2100160851,6,,2016-01-17,0,925,3,0,9,2,1,2,204,0,0,0,100,2.0,8.0,1.0,1.0,1.0,1.0,0,1,3,3,0,5,1,10,,3,39.0,08,12.0,1.0,1.0,0.0,1.0,5.0,100,2.0,1.0,1.0,,,"-728170,290","-1042489,210","-728169,680","-1042488,940",PRAHA9HORNÕPO»ERNICE,,,mÌstnÌkomunikace,,,,,,,,,1,PHA
847,2100160852,6,,2016-01-17,0,1000,3,0,3,2,1,2,205,0,0,0,350,2.0,6.0,1.0,5.0,3.0,1.0,1,1,0,0,0,3,1,0,,3,31.0,07,1.0,1.0,1.0,0.0,1.0,5.0,300,3.0,1.0,1.0,,,"-737204,340","-1050698,130","-737204,420","-1050697,170",PRAHA4,äALOUNOVA,,mÌstnÌkomunikace,,,,,,,,,1,PHA
848,2100160853,6,,2016-01-16,6,2560,2,0,0,2,1,0,516,0,0,0,100,2.0,8.0,1.0,5.0,3.0,1.0,1,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-748913,120","-1046545,710","-748913,120","-1046545,710",PRAHA5STODŸLKY,SUCH›VRäEK,,mÌstnÌkomunikace,,,,,,,,,1,PHA
849,2100160854,5,,2016-01-17,0,1025,9,0,0,2,1,2,204,0,0,0,550,2.0,6.0,1.0,5.0,3.0,1.0,2,1,0,0,0,1,1,0,,3,26.0,07,1.0,1.0,1.0,0.0,1.0,1.0,500,2.0,1.0,1.0,,,"-725436,490","-1047777,900","-725434,190","-1047779,260",PRAHA9,ROHOéNICK¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
850,2100160855,6,,2016-01-17,0,2560,3,0,9,2,1,0,516,0,0,0,50,2.0,5.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,1,0,,17,,XX,,,,,,,0,,,,,,"-746474,580","-1048166,040","-746477,000","-1048159,470",PRAHA5HLUBO»EPY,RENOIROVA,,mÌstnÌkomunikace,,,,,,,,,1,PHA
851,2100160856,8,,2016-01-17,0,2560,2,0,0,2,1,0,516,0,0,0,100,2.0,5.0,1.0,5.0,3.0,1.0,1,3,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-736304,682","-1038674,954","-736307,958","-1038667,842",PRAHA9LetÚany,TUPOLEVOVA,,˙Ëelov·komunikace,,,,,,,,,1,PHA
852,2100160857,6,,2016-01-17,0,1140,2,0,0,2,1,2,204,0,0,0,500,2.0,5.0,1.0,5.0,3.0,1.0,0,1,3,3,0,5,2,10,,3,39.0,09,1.0,1.0,1.0,0.0,1.0,5.0,400,2.0,1.0,1.0,,,"-737465,540","-1046771,930","-737465,900","-1046773,010",PRAHA10-Z¡BÃHLICE,PAMPELIäKOV¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
853,2100160858,5,,2016-01-17,0,1140,3,0,1,2,1,2,204,0,0,0,420,2.0,5.0,1.0,1.0,1.0,1.0,2,1,0,0,0,1,1,0,,3,39.0,03,1.0,1.0,1.0,0.0,1.0,5.0,400,2.0,1.0,1.0,,,"-748312,540","-1058021,300","-748315,100","-1058020,230",PRAHA5-ZBRASLAV,STRAKONICK¡,,sledovan·komunikace,,,,,,,,,1,PHA
854,2100160859,6,,2016-01-17,0,1000,2,0,0,2,1,2,508,0,0,0,1500,2.0,3.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,2,0,,5,26.0,06,1.0,0.0,1.0,0.0,1.0,5.0,0,3.0,1.0,1.0,,,"-736810,040","-1044045,100","-736809,800","-1044045,430",PRAHA10MALEäICE,MISTROVSK¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
855,2100160860,6,,2016-01-17,0,1220,3,0,3,2,1,2,204,0,0,0,900,2.0,6.0,1.0,5.0,3.0,1.0,0,1,3,3,0,4,1,10,,3,2.0,14,3.0,1.0,1.0,0.0,1.0,5.0,800,2.0,1.0,1.0,,,"-742568,830","-1050965,300","-742569,490","-1050962,670",PRAHA4,CHOLUPICK¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
856,2100160861,6,,2016-01-17,0,1250,2,0,0,2,1,2,204,0,0,0,1200,2.0,5.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,3,0,,3,17.0,04,1.0,1.0,1.0,0.0,1.0,5.0,400,2.0,1.0,1.0,,,"-736206,370","-1039622,840","-736206,320","-1039622,800",PRAHA9PROSEK,KYTLICK¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
857,2100160862,8,,2016-01-17,0,1240,2,0,0,2,1,2,504,0,0,0,20,2.0,3.0,1.0,1.0,1.0,1.0,1,1,0,0,10,1,2,0,,3,47.0,03,1.0,0.0,1.0,0.0,1.0,5.0,10,2.0,1.0,1.0,,,"-731333,330","-1041975,520","-731333,280","-1041975,530",PRAHA9HORNÕPO»ERNICE,Chlumeck·,,mÌstnÌkomunikace,,,,,,,,,1,PHA
858,2100160863,5,,2016-01-17,0,1320,1,4,0,2,1,2,504,0,0,0,200,2.0,3.0,1.0,5.0,3.0,1.0,2,1,0,0,0,1,2,0,,3,35.0,12,3.0,0.0,1.0,0.0,1.0,3.0,100,2.0,1.0,1.0,,,"-743082,690","-1043574,610","-743084,370","-1043568,220",PRAHA1NOV…MÃSTO,N¡RODNÕ,,sledovan·komunikace,,,,,,,,,1,PHA
859,2100160864,6,,2016-01-17,0,1250,1,2,0,2,1,2,204,0,0,0,1400,2.0,6.0,1.0,5.0,3.0,1.0,1,1,0,0,0,1,2,0,,3,21.0,03,1.0,1.0,1.0,0.0,1.0,5.0,800,3.0,1.0,1.0,,,"-752704,762","-1046122,545","-752704,751","-1046121,864",PRAHA5T¯ebonice,KCHABŸM,,mÌstnÌkomunikace,,,,,,,,,1,PHA
860,2100160865,6,,2016-01-11,1,2560,2,0,0,2,1,0,516,0,0,0,10,2.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,2,0,,3,39.0,15,3.0,0.0,4.0,0.0,1.0,5.0,0,9.0,,,,,"-742586,018","-1045618,377","-742586,563","-1045625,834",PRAHA4,Roökotova,,mÌstnÌkomunikace,,1685177.0,,,Pomal˝,554782.0,453692.0,GN_V0.1UIR-ADR_410,1,PHA
861,2100160866,6,,2016-01-17,0,1350,3,0,3,2,1,2,204,0,0,0,500,2.0,3.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,1,0,,3,31.0,06,1.0,1.0,1.0,0.0,1.0,5.0,500,2.0,1.0,1.0,,,"-745438,270","-1043269,860","-745438,270","-1043269,860",PRAHA6BÿEVNOV,Z¡TOPKOVA,,mÌstnÌkomunikace,,,,,,,,,1,PHA
862,2100160867,6,,2016-01-17,0,1450,1,2,0,2,1,2,411,0,0,0,400,2.0,3.0,1.0,1.0,1.0,1.0,2,1,0,5,0,1,2,0,,3,26.0,12,0.0,0.0,1.0,0.0,1.0,5.0,250,2.0,1.0,1.0,,,"-742381,460","-1043895,590","-742382,740","-1043894,870",PRAHA1NOV…MÃSTO,V¡CLAVSK…N¡M.,,mÌstnÌkomunikace,,,,,,,,,1,PHA
863,2100160868,6,,2016-01-17,0,1440,1,1,0,2,1,2,410,0,0,0,350,2.0,3.0,1.0,5.0,3.0,1.0,1,1,0,5,0,1,2,0,,3,26.0,09,3.0,0.0,1.0,0.0,1.0,5.0,200,3.0,1.0,1.0,,,"-743987,540","-1041259,690","-743988,360","-1041260,230",PRAHA6BUBENE»,DR.ZIKMUNDAWINTRA,,mÌstnÌkomunikace,,,,,,,,,1,PHA
864,2100160869,6,,2016-01-17,0,2560,2,0,0,2,1,0,516,0,0,0,100,2.0,3.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-741422,030","-1042479,230","-741421,820","-1042476,280",PRAHA,BlÌûenezjiötÏnÈmÌsto,,sledovan·komunikace,,,,,,,,,1,PHA
865,2100160870,6,,2016-01-17,0,1540,1,2,0,2,1,2,403,0,0,0,250,2.0,1.0,1.0,1.0,1.0,1.0,0,1,3,3,0,4,2,10,,3,13.0,10,0.0,0.0,1.0,0.0,1.0,5.0,100,2.0,1.0,1.0,,,"-740758,260","-1045472,620","-740758,260","-1045472,620",PRAHA10VRäOVICE,SPORTOVNÕ,,mÌstnÌkomunikace,,,,,,,,,1,PHA
866,2100160871,6,,2016-01-10,0,2560,2,0,0,2,1,0,516,0,0,0,200,2.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-738477,230","-1041619,940","-738477,620","-1041618,690",PRAHA8LIBE“,NAéERTV¡CH,,sledovan·komunikace,,,,,,,,,1,PHA
867,2100160872,8,,2016-01-17,0,2560,2,0,0,2,1,0,516,0,0,0,100,3.0,1.0,1.0,1.0,1.0,1.0,1,3,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-739767,499","-1045519,175","-739767,800","-1045517,287",PRAHA10Vröovice,VRäOVICK¡,,sledovan·komunikace,,,,,,,,,1,PHA
868,2100160873,6,,2016-01-17,0,1545,1,4,0,1,1,2,503,0,0,1,150,2.0,3.0,1.0,1.0,1.0,1.0,0,1,2,0,1,5,2,10,,3,7.0,11,1.0,0.0,1.0,0.0,1.0,5.0,50,2.0,1.0,1.0,,,"-731588,300","-1042150,400","-731589,760","-1042147,340",PRAHA9-HORNÕPO»ERNICE,OCELKOVA,,sledovan·komunikace,,,,,,,,,1,PHA
869,2100160874,5,,2016-01-17,0,1630,1,4,0,2,1,2,503,0,0,0,500,2.0,3.0,1.0,1.0,1.0,1.0,0,1,3,3,2,4,2,10,,3,4.0,15,3.0,0.0,1.0,0.0,1.0,1.0,250,2.0,1.0,1.0,,,"-744862,340","-1045689,880","-744862,770","-1045685,360",PRAHA5SMÕCHOV,RADLICK¡xNALAUROV…,,sledovan·komunikace,,,,,,,,,1,PHA
870,2100160875,5,,2016-01-17,0,1640,1,3,0,2,1,2,403,0,0,0,1000,2.0,3.0,1.0,1.0,2.0,1.0,0,1,3,3,0,4,2,10,,3,13.0,08,1.0,0.0,0.0,0.0,1.0,5.0,500,2.0,1.0,1.0,,,"-738073,180","-1041824,890","-738072,890","-1041823,930",PRAHA9-LIBE“,»ESKOMORAVSK¡,,sledovan·komunikace,,,,,,,,,1,PHA
871,2100160876,5,,2016-01-17,0,1730,1,4,0,2,1,2,503,0,0,0,1300,2.0,3.0,1.0,1.0,4.0,1.0,0,1,0,0,0,1,2,0,,3,37.0,05,1.0,0.0,1.0,0.0,1.0,1.0,500,2.0,1.0,1.0,,,"-745939,290","-1048323,960","-745939,690","-1048325,130",PRAHA5HLUBO»EPY,KBARRANDOVU,,sledovan·komunikace,,,,,,,,,1,PHA
872,2100160877,6,,2016-01-17,0,1710,3,0,4,2,1,2,204,0,0,0,200,2.0,5.0,1.0,5.0,5.0,1.0,1,1,0,0,0,3,1,0,,3,39.0,03,1.0,0.0,1.0,0.0,1.0,5.0,150,2.0,1.0,1.0,,,"-746404,830","-1044677,800","-746405,460","-1044678,490",PRAHA5KOäÕÿE,NADKAVALÕRKOU,,mÌstnÌkomunikace,,,,,,,,,1,PHA
873,2100160878,5,,2016-01-17,0,1800,1,2,0,1,1,2,411,0,1,0,2000,2.0,1.0,1.0,1.0,4.0,1.0,0,1,3,3,0,4,3,10,,3,39.0,06,1.0,0.0,1.0,0.0,1.0,1.0,700,2.0,1.0,1.0,,,"-743936,970","-1044741,260","-743936,870","-1044738,270",PRAHA5SMÕCHOV,JINDÿICHAPLACHTY,,mÌstnÌkomunikace,,,,,,,,,1,PHA
874,2100160879,6,,2016-01-15,5,2560,2,0,0,2,1,0,508,0,0,0,20,2.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,2,0,,3,7.0,98,1.0,0.0,0.0,0.0,1.0,5.0,10,2.0,1.0,1.0,,,"-742751,203","-1048362,539","-742750,954","-1048365,619",Praha4,Zelen˝pruh,,mÌstnÌkomunikace,,296122.0,,OpaËn˝kesmÏru˙seku,Pomal˝,554782.0,479896.0,GN_V0.1UIR-ADR_410,1,PHA
875,2100160880,6,,2016-01-17,0,1910,2,0,0,2,1,2,204,0,0,0,1100,2.0,3.0,1.0,1.0,4.0,1.0,1,1,0,0,0,1,2,0,,3,39.0,08,1.0,0.0,1.0,0.0,1.0,5.0,300,3.0,1.0,1.0,,,"-736334,250","-1047439,530","-736334,240","-1047439,240",PRAHA10HOSTIVAÿ,PODäTÃPEM,,mÌstnÌkomunikace,,,,,,,,,1,PHA
876,2100160881,5,,2016-01-17,0,1845,4,0,0,1,1,0,508,0,0,1,0,2.0,3.0,1.0,1.0,4.0,1.0,1,1,0,0,7,1,1,0,,5,32.0,04,3.0,0.0,4.0,0.0,1.0,1.0,0,9.0,,,,,"-742507,610","-1038508,070","-742502,420","-1038509,270",PRAHA8TROJA,LODéSK¡,,sledovan·komunikace,,,,,,,,,1,PHA
877,2100160882,6,,2016-01-17,0,2000,2,0,0,2,1,2,204,0,0,0,200,2.0,5.0,1.0,1.0,4.0,1.0,1,1,0,0,0,3,2,0,,3,13.0,10,1.0,1.0,1.0,0.0,1.0,5.0,100,2.0,1.0,1.0,,,"-735662,610","-1049913,030","-735662,360","-1049913,390",PRAHA4-H¡JE,PLICKOVA,,mÌstnÌkomunikace,,,,,,,,,1,PHA
878,2100160883,5,,2016-01-17,0,1955,3,0,9,2,1,9,511,0,0,0,250,2.0,3.0,1.0,5.0,5.0,1.0,2,1,0,0,6,1,1,0,,3,7.0,97,1.0,0.0,1.0,1.0,1.0,1.0,200,3.0,5.0,1.0,,,"-740406,590","-1044452,190","-740406,590","-1044452,190",PRAHA3VINOHRADY,VINOHRADSK¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
879,2100160884,6,,2016-01-17,0,2000,2,0,0,2,1,2,504,0,0,0,600,2.0,3.0,1.0,1.0,4.0,1.0,0,1,0,0,0,1,2,0,,3,32.0,05,1.0,0.0,0.0,0.0,1.0,5.0,100,2.0,1.0,1.0,,,"-736556,890","-1050968,060","-736559,160","-1050968,120",PRAHA4,BOH⁄“OVA,,mÌstnÌkomunikace,,,,,,,,,1,PHA
880,2100160885,6,,2016-01-17,0,2060,2,0,0,2,1,0,516,0,0,0,70,2.0,5.0,1.0,1.0,4.0,1.0,0,0,0,0,0,1,2,0,,3,47.0,03,3.0,0.0,4.0,0.0,1.0,5.0,50,9.0,,,,,"-750641,480","-1044487,420","-750641,480","-1044484,180",PRAHA6ÿEPY,äÕMOVA,,mÌstnÌkomunikace,,,,,,,,,1,PHA
881,2100160886,6,,2016-01-17,0,2100,5,0,0,2,4,0,100,0,0,0,60,2.0,3.0,1.0,5.0,5.0,1.0,1,1,0,0,0,1,1,0,,3,38.0,99,1.0,0.0,1.0,0.0,1.0,5.0,10,2.0,1.0,1.0,,,"-732433,928","-1051338,470","-732432,810","-1051338,578",PRAHA10Pitkovice,,,mÌstnÌkomunikace,,,,,,,,,1,PHA
882,2100160887,8,,2016-01-17,0,2130,2,0,0,2,1,2,504,0,0,0,100,1.0,5.0,1.0,1.0,4.0,1.0,1,1,0,0,10,1,2,0,,9,0.0,,3.0,0.0,1.0,0.0,1.0,5.0,0,5.0,1.0,1.0,,,"-745334,800","-1042973,290","-745334,660","-1042973,120",PRAHA6BÿEVNOV,VANÕ»KOVA,,sledovan·komunikace,,,,,,,,,1,PHA
883,2100160888,4,,2016-01-17,0,2205,3,0,3,2,1,2,204,0,0,0,50,2.0,3.0,1.0,1.0,4.0,1.0,0,1,2,0,0,6,1,19,,3,39.0,95,1.0,1.0,1.0,0.0,1.0,13.0,50,2.0,1.0,1.0,,,"-744503,800","-1044408,700","-744504,290","-1044407,450",PRAHA5SMÕCHOV,KARTOUZSK¡xRADLICK¡,,sledovan·komunikace,,,,,,,,,1,PHA
884,2100160889,5,,2016-01-17,0,2235,1,3,0,2,1,2,404,0,0,0,250,2.0,3.0,1.0,1.0,4.0,1.0,0,1,0,5,0,5,2,10,,3,26.0,07,3.0,0.0,1.0,0.0,1.0,1.0,100,2.0,1.0,1.0,,,"-741101,470","-1044507,500","-741101,060","-1044504,250",PRAHA2VINOHRADY,SLEZSK¡,,sledovan·komunikace,,,,,,,,,1,PHA
885,2100160890,6,,2016-01-18,1,635,1,4,0,2,1,2,503,0,0,0,700,2.0,3.0,1.0,5.0,5.0,1.0,5,1,0,0,0,1,2,0,,3,39.0,08,1.0,0.0,1.0,0.0,1.0,5.0,300,3.0,1.0,1.0,,,"-737888,990","-1050755,280","-737893,030","-1050760,320",PRAHA4CHODOV,BRNÃNSK¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
886,2100160891,6,,2016-01-18,1,635,1,4,0,2,1,2,503,0,0,0,2300,2.0,3.0,1.0,1.0,4.0,1.0,6,1,0,0,0,1,4,0,,3,26.0,08,1.0,0.0,1.0,0.0,1.0,5.0,800,2.0,1.0,1.0,,,"-737866,300","-1050773,630","-737866,410","-1050773,760",PRAHA4CHODOV,BRNÃNSK¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
887,2100160892,5,,2016-01-18,1,705,1,3,0,2,1,2,403,0,0,0,800,2.0,3.0,1.0,1.0,4.0,1.0,0,1,3,3,0,5,2,10,,3,47.0,04,1.0,0.0,1.0,0.0,1.0,5.0,600,2.0,1.0,1.0,,,"-737560,519","-1050630,424","-737563,418","-1050630,514",PRAHA4,CHILSK¡,,sledovan·komunikace,,,,,,,,,1,PHA
888,2100160893,5,,2016-01-18,1,720,1,1,0,1,1,2,204,0,0,2,905,2.0,6.0,1.0,1.0,2.0,1.0,2,1,0,0,7,1,2,0,,3,7.0,98,1.0,0.0,1.0,0.0,1.0,3.0,300,2.0,1.0,1.0,,,"-745654,669","-1054681,572","-745656,336","-1054681,130",PRAHA4,KOMOÿANSK¡,,sledovan·komunikace,,,,,,,,,1,PHA
889,2100160894,4,,2016-01-18,1,755,1,1,0,2,1,2,405,0,0,0,2200,2.0,3.0,1.0,1.0,1.0,1.0,0,1,2,0,2,4,2,19,,3,17.0,09,1.0,0.0,1.0,0.0,1.0,74.0,1200,2.0,1.0,1.0,,,"-738852,790","-1048751,760","-738852,790","-1048751,000",PRAHA4,T‹RKOVA,,sledovan·komunikace,,,,,,,,,1,PHA
890,2100160895,5,,2016-01-18,1,730,5,0,0,2,4,0,100,0,0,0,70,2.0,3.0,1.0,1.0,2.0,1.0,2,0,0,0,0,1,1,0,,3,27.0,09,12.0,0.0,1.0,0.0,1.0,1.0,50,3.0,1.0,1.0,,,"-735704,280","-1043324,390","-735703,940","-1043321,340",PRAHA9HRDLOÿEZY,»ESKOBRODSK¡,,sledovan·komunikace,,,,,,,,,1,PHA
891,2100160896,6,,2016-01-17,0,2560,2,0,0,2,1,0,516,0,0,0,400,2.0,8.0,1.0,5.0,3.0,1.0,1,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-749808,400","-1042115,620","-749807,910","-1042116,090",PRAHA6,RAKOVNICK¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
892,2100160897,6,,2016-01-18,1,830,1,3,0,2,1,2,401,0,0,0,2200,2.0,3.0,1.0,5.0,3.0,1.0,0,1,2,0,2,4,2,10,,3,2.0,11,1.0,0.0,1.0,0.0,1.0,5.0,1200,2.0,1.0,1.0,,,"-742368,650","-1044620,120","-742368,650","-1044620,120",PRAHA2NOV…MÃSTO,LEGEROVA,,mÌstnÌkomunikace,,,,,,,,,1,PHA
893,2100160898,6,,2016-01-18,1,755,1,4,0,2,1,2,504,0,0,0,450,2.0,5.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,2,0,,3,13.0,12,1.0,0.0,1.0,0.0,1.0,5.0,150,2.0,1.0,1.0,,,"-736332,000","-1050330,570","-736331,850","-1050330,500",PRAHA4,UModrÈökoly,,sledovan·komunikace,,,,,,,,,1,PHA
894,2100160899,6,,2016-01-18,1,825,1,3,0,2,1,2,404,0,0,0,900,2.0,5.0,1.0,1.0,1.0,1.0,0,1,0,5,0,5,2,10,,3,29.0,05,1.0,0.0,1.0,0.0,1.0,5.0,300,2.0,1.0,1.0,,,"-725866,629","-1043883,885","-725865,492","-1043885,379",PRAHA9,JENÕKOVICK¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
